id	name	type
7F70A239	Similarity search over time-series data using wavelets	paper
7FCE863F	An adaptive and efficient dimensionality reduction algorithm for high-dimensional indexing	paper
7DF82715	XR-tree: indexing XML data for efficient structural joins	paper
80948D77	Efficient organization of large multidimensional arrays	paper
7E265305	Top-k Spatial Joins of Probabilistic Objects	paper
7D09E374	Clustering association rules	paper
7DA775A5	Integrating Unstructured Data into Relational Databases	paper
80582427	A polynomial time algorithm for optimizing join queries	paper
73863F00	Cost and imprecision in modeling the position of moving objects	paper
7BFAF547	Privacy: Theory meets Practice on the Map	paper
76587BE9	Parallel classification for data mining on shared-memory multiprocessors	paper
7A941248	Fast Graph Pattern Matching	paper
8047E5F3	Image database retrieval with multiple-instance learning techniques	paper
70CBB7CD	Mining for strong negative associations in a large database of customer transactions	paper
7DEF5E39	Proving ownership over categorical data	paper
615F552E	Rules of thumb in data engineering	paper
7EF35150	Nearest Neighbor Retrieval Using Distance-Based Hashing	paper
7E595396	Storage of multidimensional arrays based on arbitrary tiling	paper
80F86C73	Currency-based updates to distributed materialized views	paper
7E5257E0	Perm: Processing Provenance and Data on the Same Data Model through Query Rewriting	paper
7E845EF8	Schema matching using duplicates	paper
7D9092E0	The hybrid tree: an index structure for high dimensional feature spaces	paper
80D1BF19	Data privacy through optimal k-anonymization	paper
5A6F4205	Secure mediated databases	paper
7F8F5F85	Adaptive caching for continuous queries	paper
7F70479E	A Sampling-Based Approach to Optimizing Top-k Queries in Sensor Networks	paper
7E34A74C	Monitoring k-nearest neighbor queries over moving objects	paper
7EC77EB3	Efficient maintenance of materialized top-k views	paper
7FF5D5E7	Imprecise and uncertain information in databases: an evidential approach	paper
80F8BD0B	Object allocation in distributed databases and mobile computers	paper
80D3E7D2	Exploiting social relations for query expansion and result ranking	paper
7FF60BFC	Distance-Based Representative Skyline	paper
7E32D380	A comparative evaluation of transparent scaling techniques for dynamic content servers	paper
7E259351	Top-k Exploration of Query Candidates for Efficient Keyword Search on Graph-Shaped (RDF) Data	paper
801277CB	Mining frequent itemsets with convertible constraints	paper
7F48D8D1	DIKNN: An Itinerary-based KNN Query Processing Algorithm for Mobile Sensor Networks	paper
8142F734	Efficient Evaluation of All-Nearest-Neighbor Queries	paper
803AC68E	XCluster Synopses for Structured XML Content	paper
801F776C	Differential privacy via wavelet transforms	paper
7F1803D9	Online generation of association rules	paper
7751BD15	Location-based spatial queries	paper
7E0126E9	Conceptual partitioning: an efficient method for continuous nearest neighbor monitoring	paper
7E5A3F40	"Recovery from ""bad"" user transactions"	paper
7890E0DA	Managing information extraction: state of the art and research directions	paper
7EAC1BC9	FARMER: finding interesting rule groups in microarray datasets	paper
768E4F69	A symbolic representation of time series, with implications for streaming algorithms	paper
79C92944	Extending query rewriting techniques for fine-grained access control	paper
76D7D33B	Indexing spatio-temporal trajectories with Chebyshev polynomials	paper
7E33274F	Efficient k-NN search on vertically decomposed data	paper
75F6F086	FlexRecs: expressing and combining flexible recommendations	paper
810E3BB2	SINA: scalable incremental processing of continuous queries in spatio-temporal databases	paper
75C5A81A	Statistical synopses for graph-structured XML databases	paper
8005D06C	Using transposition for pattern discovery from microarray data	paper
7F9719F6	Information-theoretic tools for mining database structure from large data sets	paper
77AACD63	Record linkage: similarity measures and algorithms	paper
7F34DC29	Secure XML querying with security views	paper
7FADD7D2	Diamond in the rough: finding Hierarchical Heavy Hitters in multi-dimensional data	paper
8129BCAE	Time-parameterized queries in spatio-temporal databases	paper
7FF24975	Resource-adaptive real-time new event detection	paper
7619BC6D	Trajectory clustering: a partition-and-group framework	paper
7B7CCE9B	Injecting utility into anonymized datasets	paper
7700DB29	Event queries on correlated probabilistic streams	paper
7DCFFE5B	Privacy-preserving data integration and sharing	paper
7E8AB9BF	Cost-based variable-length-gram selection for string collections to support approximate queries efficiently	paper
7F2DC72F	Approximate embedding-based subsequence matching of time series	paper
766426E1	Native Xquery processing in oracle XMLDB	paper
78FDE982	TRICLUSTER: an effective algorithm for mining coherent clusters in 3D microarray data	paper
80954C5A	Communication-efficient distributed monitoring of thresholded counts	paper
7B414C99	Computing Clusters of Correlation Connected objects	paper
809E4294	Private queries in location based services: anonymizers are not necessary	paper
811B89EC	To do or not to do: the dilemma of disclosing anonymized data	paper
817700E0	Efficient query reformulation in peer data management systems	paper
7ED1C192	Efficient set joins on similarity predicates	paper
7B3165A5	Warping indexes with envelope transforms for query by humming	paper
7E19B1E5	StreaMon: an adaptive engine for stream query processing	paper
7D21D9FA	Efficient approximate entity extraction with edit distance constraints	paper
7EFC7DB0	Automatic categorization of query results	paper
79CFB883	Run-time operator state spilling for memory intensive long-running queries	paper
7ED323B0	GPUTeraSort: high performance graphics co-processor sorting for large database management	paper
7E4C3A1D	Approximate join processing over data streams	paper
7A780210	Optimal multi-scale patterns in time series streams	paper
7CD0F5F4	Leveraging spatio-temporal redundancy for RFID data cleansing	paper
78772F31	XmdvTool: visual interactive data exploration and trend discovery of high-dimensional data sets	paper
808B98BF	Distributed top-k monitoring	paper
776105CF	A framework for diagnosing changes in evolving data streams	paper
807115EF	Map-reduce-merge: simplified relational data processing on large clusters	paper
7A830088	Iterative record linkage for cleaning and integration	paper
7D2702F8	Adaptive filters for continuous queries over distributed data streams	paper
7C151618	Compressing historical information in sensor networks	paper
807A5A9B	Quality and efficiency in high dimensional nearest neighbor search	paper
7724D182	Outlier-robust clustering using independent components	paper
7A4FCCDB	Fast and approximate stream mining of quantiles and frequencies using graphics processors	paper
7801A508	Ricardo: integrating R and Hadoop	paper
7C236AAE	Fast sort on CPUs and GPUs: a case for bandwidth oblivious SIMD sort	paper
7FB235AC	Efficient similarity search and classification via rank aggregation	paper
800868C9	Online event-driven subsequence matching over financial data streams	paper
771875D5	Towards identity anonymization on graphs	paper
80FEE10D	ERACER: a database approach for statistical inference and data cleaning	paper
7D51736C	CORDS: automatic discovery of correlations and soft functional dependencies	paper
75D262B7	Prediction and indexing of moving objects with unknown motion patterns	paper
7CF6C7AA	An optimal and progressive algorithm for skyline queries	paper
7D1D783D	TEDI: efficient shortest path query answering on graphs	paper
814DD2E0	STRG-Index: spatio-temporal region graph indexing for large video databases	paper
79AE8487	Secure kNN computation on encrypted databases	paper
754C3B9D	FlashLogging: exploiting flash devices for synchronous logging performance	paper
7E1D9074	An associative classifier based on positive and negative rules	paper
7F36F5F0	Page quality: in search of an unbiased web ranking	paper
7DB17256	Graph summarization with bounded error	paper
7BD71E39	Efficient reverse k-nearest neighbor search in arbitrary metric spaces	paper
7D57EB09	Substructure similarity search in graph databases	paper
80CEB55A	Incognito: efficient full-domain K-anonymity	paper
80DFFB0B	Keyword search on relational data streams	paper
7DE7C0C3	Attacks on privacy and deFinetti's theorem	paper
0BA3AE74	The pyramid-tree: breaking the curse of dimensionality	paper
7F3DCA22	Automatically incorporating new sources in keyword search-based data integration	paper
7D8294AC	Subsequence matching on structured time series data	paper
771E4F52	Exploiting context analysis for combining multiple entity resolution systems	paper
7E9935FD	STRIPES: an efficient index for predicted trajectories	paper
800A25C4	Bed-tree: an all-purpose index structure for string similarity search based on edit distance	paper
7D879E19	Clio grows up: from research prototype to industrial tool	paper
80CB3106	A non-linear dimensionality-reduction technique for fast similarity search in large databases	paper
79F3CD41	Reference reconciliation in complex information spaces	paper
7CC959F9	Constrained optimalities in query personalization	paper
7E8A6F2B	Optimizing mpf queries: decision support and probabilistic inference	paper
7E9E37C9	Chain: operator scheduling for memory minimization in data stream systems	paper
7F65FB9C	Towards effective indexing for very large video sequence database	paper
763A2CC4	Clustering by pattern similarity in large data sets	paper
7F34A272	An efficient and accurate method for evaluating time series similarity	paper
7F3D9A99	Holistic aggregates in a networked world: distributed tracking of approximate quantiles	paper
80A4AA13	Using sets of feature vectors for similarity search on voxelized CAD objects	paper
7DE23573	GAMPS: compressing multi sensor data by grouping and amplitude scaling	paper
7FC7ABDF	ZStream: a cost-based query processor for adaptively detecting composite events	paper
80FA3B78	Preservation of proximity privacy in publishing numerical sensitive data	paper
801A57F5	Monitoring path nearest neighbor in road networks	paper
7751806F	Implementing a scalable XML publish/subscribe system using relational database systems	paper
76C2A319	QCluster: relevance feedback using adaptive clustering for content-based image retrieval	paper
79C73A92	A comparison of join algorithms for log processing in MaPreduce	paper
7D3DE328	Adaptive ordering of pipelined stream filters	paper
80985F45	Update-pattern-aware modeling and processing of continuous queries	paper
7FD9D6D0	On joining and caching stochastic streams	paper
7BAB7FBD	Supporting ranking and clustering as generalized order-by and group-by	paper
7BAB3FE8	Information intelligence: metadata for information discovery, access, and integration	paper
8057739B	Continuous query processing in data streams using duality of data and queries	paper
7D9C8E76	Similarity evaluation on tree-structured data	paper
806B02E7	Order preserving encryption for numeric data	paper
7FE85602	The next database revolution	paper
7DD72FE2	Mining top-K covering rule groups for gene expression data	paper
7E556ED6	Data warehousing and analytics infrastructure at facebook	paper
7E43C840	Robust and fast similarity search for moving object trajectories	paper
78ED83B6	Spatially-decaying aggregation over a network: model and algorithms	paper
78867C0B	Deriving private information from randomized data	paper
817494CA	Scalable network distance browsing in spatial databases	paper
79C5203D	Adaptive stream resource management using Kalman Filters	paper
81279845	Rank-aware query optimization	paper
768D997E	Joining interval data in relational databases	paper
759DA723	Sketching probabilistic data streams	paper
7A774D1E	Clustering binary data streams with K-means	paper
79AFCA3D	Robust query processing through progressive optimization	paper
80873C64	Enterprise information integration: successes, challenges and controversies	paper
7B95CAF1	Latent semantic indexing: a probabilistic analysis	paper
7E25A6C5	Progressive skyline computation in database systems	paper
7B08CE3C	Wavelet synopses for general error metrics	paper
7D2CAF6D	Graph indexing based on discriminative frequent structure analysis	paper
8138A68F	What's hot and what's not: tracking most frequent items dynamically	paper
76FB651D	XML stream processing using tree-edit distance embeddings	paper
7DE36BC6	Independence is good: dependency-based histogram synopses for high-dimensional data	paper
816D845C	Optimization of dynamic query evaluation plans	paper
7BFC50E4	Efficient computation of Iceberg cubes with complex measures	paper
836EB792	Epsilon grid order: an algorithm for the similarity join on massive high-dimensional data	paper
80618B4C	Monitoring XML data on the Web	paper
7FE52CF8	The SR-tree: an index structure for high-dimensional nearest neighbor queries	paper
800BD482	Towards self-tuning data placement in parallel database systems	paper
7E31300D	Distributing a search tree among a growing number of processors	paper
7EE48A59	Privacy-preserving data mining	paper
78CEBF01	A multi-similarity algebra	paper
7C504F77	Exploratory mining and pruning optimizations of constrained associations rules	paper
78FD6777	Automatic segmentation of text into structured records	paper
7CECDB78	BIRCH: an efficient data clustering method for very large databases	paper
7BC1A0BE	Influence sets based on reverse nearest neighbor queries	paper
7D5B2CC4	GeoMiner: a system prototype for spatial data mining	paper
794C65E2	Efficient and cost-effective techniques for browsing and indexing large video databases	paper
76FC5907	Turbo-charging vertical mining of large databases	paper
75DE32D6	Automatic subspace clustering of high dimensional data for data mining applications	paper
7E0185F5	Multi-dimensional selectivity estimation using compressed histogram information	paper
80928A9E	On wrapping query languages and efficient XML integration	paper
7FBFCB7F	Meaningful change detection in structured data	paper
802BFA39	Reconciling schemas of disparate data sources: a machine-learning approach	paper
7CCF980A	A framework for expressing and combining preferences	paper
76E49E2F	On supporting containment queries in relational database management systems	paper
7CB2F79C	Bottom-up computation of sparse and Iceberg CUBE	paper
7ABF9E83	Closest pair queries in spatial databases	paper
7ADA3BFF	Outlier detection for high dimensional data	paper
7B21C72A	Fast algorithms for projected clustering	paper
7F104BAF	MOCHA: a self-extensible database middleware system for distributed data sources	paper
80FC2927	Dynamic file allocation in disk arrays	paper
797DB4B6	Integration of heterogeneous databases without common domains using queries based on textual similarity	paper
796AE1C9	Parallel mining algorithms for generalized association rules with classification hierarchy	paper
812313D9	Mining association rules between sets of items in large databases	paper
7DECC406	Query optimization for parallel execution	paper
7673602A	Synchronizing a database to improve freshness	paper
7516E0DA	Communication-efficient distributed mining of association rules	paper
7B1A26A4	An instant and accurate size estimation method for joins and selections in a retrieval-intensive environment	paper
7D1B8ED5	Distributed databases and peer-to-peer databases: past and present	paper
7581421E	Filtering algorithms and implementation for very fast publish/subscribe systems	paper
790E2232	An effective hash-based algorithm for mining association rules	paper
80392976	A general solution of the n-dimensional B-tree problem	paper
83BE2AFB	Beyond market baskets: generalizing association rules to correlations	paper
7C7C4D64	Spatial join selectivity using power laws	paper
75E94043	Randomized algorithms for optimizing large join queries	paper
782187F3	Optimizing multidimensional index trees for main memory access	paper
79C3CD08	Online association rule mining	paper
771ACBAD	Approximate computation of multidimensional aggregates of sparse data using wavelets	paper
799A5A1E	Association rules over interval data	paper
792F408C	BOAT—optimistic decision tree construction	paper
7B8874A0	Progressive approximate aggregate queries with a multi-resolution tree structure	paper
7EF4489E	Fast parallel similarity search in multimedia databases	paper
7EBD17A2	How to roll a join: asynchronous incremental view maintenance	paper
83479B55	XMill: an efficient compressor for XML data	paper
77A17192	On the propagation of errors in the size of join results	paper
7EBC1962	Query flocks: a generalization of association-rule mining	paper
7734D24B	An active functionality service for e-business applications	paper
7E271FF0	XTRACT: a system for extracting document type descriptors from XML documents	paper
7F50D33E	Data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization	paper
7D28640F	Search result diversification	paper
79F5AEDC	Nearest neighbor queries	paper
815CB285	Mining needle in a haystack: classifying rare classes via two-phase rule induction	paper
7B777227	Range queries in OLAP data cubes	paper
77E7CCFA	Approximating multi-dimensional aggregate range queries over real attributes	paper
76EAB110	On-line reorganization of sparsely-populated B+-trees	paper
7D134BC2	Efficient and extensible algorithms for multi query optimization	paper
7DE978F8	Space-efficient online computation of quantile summaries	paper
83E4F306	Density biased sampling: an improved method for data mining and clustering	paper
7F2B467F	The pyramid-technique: towards breaking the curse of dimensionality	paper
80C8C832	OPTICS: ordering points to identify the clustering structure	paper
7FCE6F87	Left-deep vs. bushy trees: an analysis of strategy spaces and its implications for query optimization	paper
78AFF56E	Change detection in hierarchically structured information	paper
7A5551AE	Exploratory mining via constrained frequent set queries	paper
7EEA4197	Efficient algorithms for mining outliers from large data sets	paper
7B126586	Integrating association rule mining with relational database systems: alternatives and implications	paper
80E954D4	Efficient concurrency control for broadcast environments	paper
7E3E2F57	Self-adaptive, on-line reclustering of complex object data	paper
75A92E56	Concurrency and recovery in generalized search trees	paper
7B50ED8B	Answering complex SQL queries using automatic summary tables	paper
838B0471	SQLEM: fast clustering in SQL using the EM algorithm	paper
7A2545B5	Multi-dimensional resource scheduling for parallel queries	paper
7C043FE2	Update propagation protocols for replicated databates	paper
7D71907F	Efficient geometry-based similarity search of 3D spatial databases	paper
7D086D78	A new method for similarity indexing of market basket data	paper
7F3BD326	Optimal multi-step k-nearest neighbor search	paper
814643D2	Selectivity estimation using probabilistic models	paper
7D210B6A	S3: similarity search in CAD database systems	paper
7E37295C	Data bubbles: quality preserving performance boosting for hierarchical clustering	paper
7ED7A465	Fast subsequence matching in time-series databases	paper
773CCE57	Mining quantitative association rules in large relational tables	paper
7DD3087F	Efficient evaluation of XML middle-ware queries	paper
7D7CBAB2	Query optimization in compressed database systems	paper
7FCDA0AF	LOF: identifying density-based local outliers	paper
79E7CFA9	Integration of spatial join algorithms for processing multiple inputs	paper
812B0C05	FastMap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets	paper
7DE5C7B3	Finding generalized projected clusters in high dimensional spaces	paper
8005E928	Self-optimizing and Pareto-optimal policies in general environments based on Bayes-mixtures	paper
77EA52F9	On-line learning and the metrical task system problem	paper
79376B3C	Learning with a slowly changing distribution	paper
7F69B2F4	Rademacher and Gaussian Complexities: Risk Bounds and Structural Results	paper
58356A8B	PAC-MDL Bounds	paper
5DB880D1	Generalization error bounds using unlabeled data	paper
6F423A0B	Towards a theoretical foundation for laplacian-based manifold methods	paper
6C9D476F	A PAC-Style Model for Learning from Labeled and Unlabeled Data	paper
03025BFD	Stochastic Linear Optimization under Bandit Feedback	paper
77894953	Parameterized learning complexity	paper
69C1BE04	Kernels and Regularization on Graphs	paper
5DDDCC98	On Spectral Learning of Mixtures of Distributions	paper
0142C126	Comparing connectionist and symbolic learning methods	paper
5CCBAF07	On the Convergence of Spectral Clustering on Random Samples: The Normalized Case	paper
58DFAC5D	Theoretical Views of Boosting	paper
5CEEE241	Learning bounds for support vector machines with learned kernels	paper
7B4468AA	An efficient extension to mixture techniques for prediction and decision trees	paper
7C39D92F	PAC learning axis-aligned rectangles with respect to product distributions from multiple-instance examples	paper
5A9D35EF	An introduction to computational learning theory	paper
7026DAFC	Performance Guarantees for Regularized Maximum Entropy Density Estimation	paper
59284DA7	Averaging Expert Predictions	paper
7F8EDDA9	Learning convex combinations of continuously parameterized basic kernels	paper
654938D8	An asymptotically optimal bandit algorithm for bounded support models	paper
5F21D3D1	Bhattacharyya and Expected Likelihood Kernels	paper
5DB8EDF4	On Finding Large Conjunctive Clusters	paper
7E990BD5	Predicting nearly as well as the best pruning of a decision tree	paper
6CE87B17	Fast Rates for Support Vector Machines	paper
5A0D29DA	Minimax policies for adversarial and stochastic bandits	paper
59E81D00	Competing in the dark: An efficient algorithm for bandit linear optimization	paper
5FD59592	Simplified PAC-Bayesian Margin Bounds	paper
5DCB3576	Knowledge-Based Nonlinear Kernel Classifiers	paper
7C75E6BA	Self bounding learning algorithms	paper
7A063F20	Keeping the neural networks simple by minimizing the description length of the weights	paper
7D179BAE	Efficient agnostic PAC-learning with simple hypothesis	paper
5B97CFB5	Multi-view regression via canonical correlation analysis	paper
75FFFEA7	Large margin classification using the perceptron algorithm	paper
58E3711B	Regularization and Semi-supervised Learning on Large Graphs	paper
7C6A64EA	A training algorithm for optimal margin classifiers	paper
5B3B75C5	Approximation and learning of convex superpositions	paper
7BFA9CE4	Query by committee	paper
6EED6001	PAC Bounds for Multi-armed Bandit and Markov Decision Processes	paper
6C41E4D4	On Graph Kernels: Hardness Results and Efficient Alternatives	paper
5C5ABFFB	Aggregation and Sparsity Via ℓ1 Penalized Least Squares	paper
765F3023	Additive models, boosting, and inference for generalized divergences	paper
76F6DCE8	On exact specification by examples	paper
75A339BE	Approximation and estimation bounds for artificial neural networks	paper
76E6DD68	Rate of approximation results motivated by robust neural network learning	paper
752366B1	Bayesian inductive logic programming	paper
7917526A	Learning agents for uncertain environments (extended abstract)	paper
7D65E319	From Graphs to Manifolds – Weak and Strong Pointwise Consistency of Graph Laplacians	paper
80650645	Maximizing the Margin with Boosting	paper
65D163EB	Subset ranking using regression	paper
6B4E80B5	Taking Advantage of Sparsity in Multi-Task Learning	paper
79B5C0E3	The robustness of the p -norm algorithms	paper
7B2CE2B7	Learning probabilistic automata with variable memory length	paper
80713AD2	Limitations of Learning via Embeddings in Euclidean Half-Spaces	paper
7784F218	An experimental and theoretical comparison of model selection methods	paper
7D9A790E	Ranking and Scoring Using Empirical Risk Minimization	paper
77CAB11E	Beating the hold-out: bounds for K-fold and progressive cross-validation	paper
7628BEC7	Toward efficient agnostic learning	paper
5DEAA2FD	Online Geometric Optimization in the Bandit Setting against an Adaptive Adversary	paper
58F52152	Rank, trace-norm and max-norm	paper
75CB01AC	Estimating a mixture of two product distributions	paper
5C4F83D6	Maximum Entropy Distribution Estimation with Generalized Regularization	paper
01171249	Online Learning Meets Optimization in the Dual	paper
5DE453D3	Optimal Rates of Aggregation	paper
7C2A40D6	Efficient reinforcement learning	paper
5E2B064E	Learning Additive Models Online with Fast Evaluating Kernels	paper
814EC56C	Ultraconservative Online Algorithms for Multiclass Problems	paper
5E765D07	Generalization Bounds for Decision Trees	paper
79211348	Improved boosting algorithms using confidence-rated predictions	paper
5C955399	Best Arm Identification in Multi-Armed Bandits	paper
7D910D0C	Universal portfolio selection	paper
5E03A181	Sensitive error correcting output codes	paper
59C20768	Open Theoretical Questions in Reinforcement Learning	paper
76B11D83	On genetic algorithms	paper
5BCCE789	A Generalized Representer Theorem	paper
5882C9DA	Permutation tests for classification	paper
7861BE41	Bounding the Vapnik-Chervonenkis dimension of concept classes parameterized by real numbers	paper
5A788322	Positive Definite Rational Kernels	paper
596D323C	Fast Kernels for Inexact String Matching	paper
5B79927A	Stability and Generalization of Bipartite Ranking Algorithms	paper
76DDA287	Performance guarantees for hierarchical clustering	paper
7B209F31	A Learning Criterion for Stochastic Rules	paper
5C37F942	A Note on Learning from Multiple-Instance Examples	paper
5EDB38DF	Learning Function-Free Horn Expressions	paper
5CA777CA	PAC Learning Axis-aligned Rectangles with Respect toProduct Distributions from Multiple-Instance Examples	paper
5D46189F	An Experimental and Theoretical Comparison of Model SelectionMethods	paper
75BFBD5B	Approximation and Estimation Bounds for Artificial Neural Networks	paper
79849086	Bounds on the Sample Complexity of Bayesian Learning Using Information Theory and the VC Dimension	paper
5F01D073	Predicting Nearly As Well As the Best Pruning of a Decision Tree	paper
7FA4FE9F	Extractors from Reed-Muller codes	paper
7604ADAB	A spectral algorithm for learning mixture models	paper
7FDB1A7A	Near-Optimal Hashing Algorithms for Approximate Nearest Neighbor in High Dimensions	paper
7CF2EF3A	Learning linear transformations	paper
7D9648B8	Discrepancy and in -approximations for bounded VC-dimension	paper
80C448C4	A combinatorial approach to planar non-colliding robot arm motion planning	paper
7E514BB7	Finding the k shortest paths	paper
80DE5064	Hamiltonian cycles in solid grid graphs	paper
7D311839	Clustering data streams	paper
7E192F20	Stochastic models for the Web graph	paper
80AA696A	The product replacement algorithm is polynomial	paper
7EACB2D7	Reducibility and completeness in multi-party private computations	paper
72F0C403	On the approximability of trade-offs and optimal access of Web sources	paper
7CFF68E3	Simplified and improved resolution lower bounds	paper
7DC9A5A5	Polynomial time approximation schemes for Euclidean TSP and other geometric problems	paper
7FB7E56D	Cost-distance: two metric network design	paper
7FE69634	Quadratic dynamical systems	paper
7F4BED95	Mechanism design via machine learning	paper
6257779D	On the computational power of sigmoid versus Boolean threshold circuits	paper
79EA2E1F	Improved Approximation Algorithms for Large Matrices via Random Projections	paper
8165D17C	Tree automata, mu-calculus and determinacy	paper
779DCC06	On the Optimality of the Dimensionality Reduction Method	paper
728F2789	A sublinear time approximation scheme for clustering in metric spaces	paper
7F256469	Buy-at-bulk network design	paper
5B008BED	Dependent Randomized Rounding via Exchange Properties of Combinatorial Structures	paper
7FD264F9	Drawing planar graphs using the lmc-ordering	paper
7DCC125D	Approximate strip packing	paper
812F7B5F	Boosting and Differential Privacy	paper
7F5A9FB1	The cover time, the blanket time, and the Matthews bound	paper
7DE576C3	Go with the winners algorithms	paper
7E4D4076	Boosting and hard-core sets	paper
7EF44B58	Splitters and near-optimal derandomization	paper
76CC8B07	Mechanism Design via Differential Privacy	paper
7E89538E	Stable distributions, pseudorandom generators, embeddings and data stream computation	paper
745B18FA	Fast Monte-Carlo algorithms for finding low-rank approximations	paper
78FDE526	The Limits of Two-Party Differential Privacy	paper
7FE6981A	Minimizing congestion in general networks	paper
7DC399F7	On the randomized complexity of volume and diameter	paper
8008499B	Approximation algorithms for orienteering and discounted-reward TSP	paper
8166DE50	On the applications of multiplicity automata in learning	paper
80AE0833	Resolving the Simultaneous Resettability Conjecture and a New Non-Black-Box Simulation Strategy	paper
7E9E2DBD	Building Steiner trees with incomplete global knowledge	paper
7FB5980E	An approximation scheme for planar graph TSP	paper
80C6C31D	Competitive analysis of financial games	paper
7EE87039	Learnability and automatizability	paper
7E94096F	On the complexity of learning from counterexamples and membership queries	paper
807590B3	How to Round Any CSP	paper
5A6767B4	An algorithmic theory of learning: robust concepts and random projection	paper
7E7D2BAE	Towards a DNA sequencing theory (learning a string)	paper
7F07D043	Dynamic speed scaling to manage energy and temperature	paper
7FC11E85	A polynomial-time algorithm for learning noisy linear threshold functions	paper
671DB02A	Multi-index hashing for information retrieval	paper
6E842B48	Improved combinatorial algorithms for the facility location and k-median problems	paper
804AAD79	A unified geometric approach to graph separators	paper
7EBD6357	Packing 2-dimensional bins in harmony	paper
7E02F60B	Optimal dynamic interval management in external memory	paper
816BBFC1	Efficient information gathering on the Internet	paper
7EF6D1B1	On-line confidence machines are well-calibrated	paper
7972F3A8	Approximating Maximum Weight Matching in Near-Linear Time	paper
8029FC52	Efficient parallel algorithms for tree-decomposition and related problems	paper
7E2BB6C9	ON ACC and threshold circuits	paper
8036294C	On the Complexity of Nash Equilibria and Other Fixed Points (Extended Abstract)	paper
7FABAC3C	Space-Efficient Framework for Top-k String Retrieval Problems	paper
7DE6965C	Simulated annealing for graph bisection	paper
80C179B3	Exact learning via the Monotone theory	paper
809608B2	Maximizing Non-Monotone Submodular Functions	paper
7F89D556	Throughput-competitive on-line routing	paper
7D2C5D76	External-memory computational geometry	paper
80CA0778	A dining philosophers algorithm with polynomial response time	paper
80E7A09C	Approximating edit distance efficiently	paper
816F9917	Learning noisy perceptrons by a perceptron in polynomial time	paper
7DEC4ED8	A 3-approximation for the minimum tree spanning k vertices	paper
7F94670D	Newton's method for fractional combinatorial optimization	paper
6A777B35	The access network design problem	paper
7D325A3D	Approximate string matching in sublinear expected time	paper
7DC5A696	A Simple Linear Time (1+ ) -Approximation Algorithm for k-Means Clustering in Any Dimensions	paper
8067560B	The power of team exploration: two robots can learn unlabeled directed graphs	paper
7EF1788B	Scheduling parallel machines on-line	paper
74A010A3	Learning mixtures of Gaussians	paper
613B0812	Load balancing and density dependent jump Markov processes	paper
7D733054	Hierarchical placement and network design problems	paper
7CFFAD67	Reconstructing strings from substrings in rounds	paper
7E2F8317	Load balancing in the L p norm	paper
7E0468C3	On-line admission control and circuit routing for high performance computing and communication	paper
5B43A09D	Simple Routing Strategies for Adversarial Systems	paper
775A9503	An O*(2^n ) Algorithm for Graph Coloring and Other Partitioning Problems via Inclusion--Exclusion	paper
7F02D4D8	On clusterings-good, bad and spectral	paper
7E089DF1	Probabilistic approximation of metric spaces and its algorithmic applications	paper
6972A443	AdWords and generalized on-line matching	paper
73BC7B0A	On-line scheduling in the presence of overload	paper
8060FCB6	A theory of competitive analysis for distributed algorithms	paper
74520F19	On approximate nearest neighbors in non-Euclidean spaces	paper
59C0CF96	Bidding languages for combinatorial auctions	paper
05039512	The Comparative Linguistics of Knowledge Representation	paper
0B70B4E7	Combining Local Search and Look-Ahead for Scheduling and Constraint Satisfaction Problems	paper
7D48A99A	Thin junction tree filters for simultaneous localization and mapping	paper
58C0BECB	Trust based recommender system for the semantic web	paper
062FA24B	Unsupervised Learning of Semantic Relations between Concepts of a Molecular Biology Ontology	paper
70514002	Document summarization by maximizing informative content words	paper
019B9317	Topological value iteration algorithm for Markov decision processes	paper
09F47932	The Foundations of Cost-Sensitive Learning	paper
01BC06A0	Heuristic selection of actions in multiagent reinforcement learning	paper
8002D90C	Faster heuristic search algorithms for planning with uncertainty and full feedback	paper
09F5F944	Searching for interacting features	paper
7EDAFE40	Variable Resolution Discretization for High-Accuracy Solutions of Optimal Control Problems	paper
083A379C	(LP)2, an Adaptive Algorithm for Information Extraction from Web-related Texts	paper
06326433	Feature generation for text categorization using world knowledge	paper
021C2703	Sensing and predicting the pulse of the city through shared bicycling	paper
05D3F1BC	Multiresolution instance-based learning	paper
7F242F8F	Solving Factored POMDPs with Linear Value Functions	paper
7D20870B	Semi-Supervised Learning of Attribute-Value Pairs from Product Descriptions	paper
5F059618	Learning to Achieve Goals	paper
5BA3855D	Local learning in probabilistic networks with hidden variables	paper
082423AF	Planning with Resources and Concurrency: A Forward Chaining Approach	paper
7F055216	Variable resolution particle filter	paper
7D9A6CA2	15 Lifted First-Order Probabilistic Inference	paper
0286DD28	Online Learning and Exploiting Relational Models in Reinforcement Learning	paper
0F49B206	Moving target search	paper
0751CEB2	Combining the Predictions of Multiple Classifiers: Using Competitive Learning to Initialize Neural Networks	paper
5D4DCBB9	Biologically inspired defenses against computer viruses	paper
0C1B91AE	Resolution in Max-SAT and its relation to local consistency in weighted CSPs	paper
6A02973A	Reinforcement learning of local shape in the game of go	paper
088B9012	Discovering interesting holes in data	paper
082226F4	Decision Trees in Numerical Attribute Spaces	paper
